Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@Assumpt81435089,"RT @nyamitwe: @soniarolley @MONUSCO Certains speculent sur les morts de #Kamanyola. Pas indique. #Zebiya ou non, des #Burundi-ais sont mort…",2017-09-16 13:59:44,fr,,0.0,19.0,,Assumpta,focusing on women development in my local community.,3189.0,760.0,84.0,111.0,17.0,False,,
@SergeBahizire1,"RT @soniarolley: #RDC : ""les anciens passeports congolais semi-biometriques n auront plus cours legal a dater du 16 octobre"" https://t.co/O…",2017-09-16 13:59:35,fr,,0.0,125.0,,Serge Bahizire,,3.0,0.0,120.0,2.0,0.0,False,,
@coloredopinions,@KuliJohn @carine_katumbi @soniarolley @LambertMende @RFI @RFIAfrique Seulement dans une Republique bananiere on qu… https://t.co/5v8zdaHWQ0,2017-09-16 13:58:14,fr,,2.0,0.0,@KuliJohn,Vincent Harris,Irregular European Blogger exploring the impact of migrants on democratic development both at home & abroad,1088.0,10563.0,4866.0,5930.0,229.0,False,,
@NkunzimanaElie2,"RT @nyamitwe: @soniarolley @MONUSCO Certains speculent sur les morts de #Kamanyola. Pas indique. #Zebiya ou non, des #Burundi-ais sont mort…",2017-09-16 13:51:42,fr,,0.0,19.0,,Nkunzimana Elie,,524.0,424.0,213.0,25.0,0.0,False,,
@NtihaboseO,RT @nyamitwe: L incident s est deroule sur le territoire #DRC. #DRC se doit normalement d enqueter et partager les conclusions. Idem @unhcr…,2017-09-16 13:50:48,fr,,0.0,33.0,,NTIHABOSE Oscar,"Patriote epris de Justice et de Paix, Observateur s interessant a toute la vie du Pays.Proud to be Burundian.",50143.0,20518.0,1353.0,2345.0,128.0,False,,
@amsini_delph,"@soniarolley @SoraZiZ Gouvernement congolais,  complice ou victime ? Le sang des innocents crie vengeance en RD.  C… https://t.co/0sAxypZfrK",2017-09-16 13:47:01,fr,,0.0,0.0,@soniarolley,AMSINI Ibrahim Delph,"Ne le 12 decembre 1979, marie et pere de 3enfants,  Licencie en economie publique,  Mon combat c est La justice sociale,  equite en RD Congo et ds la CPGL",22.0,20.0,242.0,16.0,0.0,False,,
@ZebedeB,@soniarolley https://t.co/Ik58qZWB7n,2017-09-16 13:43:12,und,,0.0,0.0,@soniarolley,Zebede Baragunzwa,,6.0,1.0,115.0,63.0,0.0,False,,
@okundak,@soniarolley Arretez de maltraiter les pauvres citoyens. C est irresponsable,2017-09-16 13:42:34,fr,,1.0,0.0,@soniarolley,Brother Olivier,"economie, politique et religion",103.0,238.0,222.0,118.0,0.0,False,,
@direct_congo,RT @pattkabeya: @nyamitwe @soniarolley @unhcr @MONUSCO C est ca les dictateurs au #Burundi et #rdc,2017-09-16 13:42:27,fr,,0.0,1.0,,CongoDirect,L information de la Republique democratique du Congo en direct,18423.0,77.0,277.0,547.0,2.0,False,,
@tresinsolent,"@soniarolley @tiago_yola @LambertMende Venant de Mende, on sait au moins que ce n est pas ca.",2017-09-16 13:42:12,fr,,5.0,4.0,@soniarolley,Joseph Lordure,"Activiste dans l ame et defenseur des droits et libertes, il vaut mieux etre grossier et honnete que poli et malhonnete. Kabila ne partira que par la force.",73027.0,25610.0,8297.0,21220.0,38.0,False,,
@amsini_delph,"@soniarolley @SoraZiZ C  est vrai,  Nous avons les images.  C  est triste",2017-09-16 13:42:10,fr,,0.0,0.0,@soniarolley,AMSINI Ibrahim Delph,"Ne le 12 decembre 1979, marie et pere de 3enfants,  Licencie en economie publique,  Mon combat c est La justice sociale,  equite en RD Congo et ds la CPGL",22.0,20.0,242.0,16.0,0.0,False,,
@Ragnar_rodbrok7,"RT @Baconib: @soniarolley @LambertMende @LambertMende est ridicule, les refugies civils non armes ont-ils attaque l ANR ? C est absurde ! C…",2017-09-16 13:41:39,fr,,0.0,2.0,,Ragnar rodbrok,"Je suis contre l injustice, je suis pour une justice equitable et impartiale.#StopKillings.
#SINDUMUJA.#BarcaFan",6746.0,1629.0,770.0,193.0,14.0,False,,
@MuntuPipo,RT @carine_katumbi: Ou comment trouver rapidement (!) des $$$... Bientot le tour des plaques mineralogiques... encore? 😒 https://t.co/pHIiu…,2017-09-16 13:34:19,fr,,0.0,24.0,,Muntu Pipo,Chairman at Malasha business & Trading#Proud of being a Congolese🇨🇩#+243#💪🏻,271.0,1054.0,1065.0,116.0,1.0,False,,
@Kamwenubusa6,@soniarolley @QCbdi Que foutait ce chauffeur #rwandais avec des refugies #Burundais?,2017-09-16 13:32:01,fr,,1.0,2.0,@soniarolley,Kamwenubusa,DG PPB j aime des informations equilibrees et un debat contradictoire je respecte la souverainete de mon pays et soutient la democratie definie par le peuple,556.0,2.0,218.0,33.0,0.0,False,,
@KenyanTaxPayer,RT @DG_Lewis: #Congo gvt declares that all but latest passports will be invalid from month. Who is set to benefit from this? https://t.co/P…,2017-09-16 13:30:08,en,,0.0,18.0,,#Ungovernable✊,Proud Son of Afrika | Governance Enthusiast | Tweeting Against CORRUPTION | IMPUNITY | Defending The Defenders |  Forever #Ungovernable,24291.0,4426.0,1009.0,1882.0,48.0,False,,
@dynzege,😡😡😡😡 mais simplement 😡😡😡😡 https://t.co/flJCKneirm,2017-09-16 13:27:49,fr,,0.0,0.0,,Nzege Dedy,Ir. Civil electricien,1007.0,903.0,435.0,69.0,0.0,False,,
@mahanguHM,RT @RLucya: a se demander s il y a des personnes sensees au sein du gouvernement congolais... https://t.co/GEqukk7tHi,2017-09-16 13:24:12,fr,,0.0,7.0,,Henri MAHANGU M.M.,"IT Project Director ~ Candidat Depute National Kinshasa (TSHANGU) ~ President Association TSHANGU eVEIL (""LAMUKA""). R.D. CONGO ~ 🇨🇩",56107.0,16410.0,3520.0,27587.0,57.0,False,,
@Majic_maj,RT @DG_Lewis: #Congo gvt declares that all but latest passports will be invalid from month. Who is set to benefit from this? https://t.co/P…,2017-09-16 13:22:29,en,,0.0,18.0,,Seye Majaro ✡,"Investment Banker.. N1 or $1, either way you have my attention",19331.0,2655.0,2469.0,496.0,54.0,False,,
@luchaRDC,RT @RLucya: a se demander s il y a des personnes sensees au sein du gouvernement congolais... https://t.co/GEqukk7tHi,2017-09-16 13:22:07,fr,,0.0,7.0,,LUCHA,Compte officiel du mouvement citoyen Lutte pour le Changement (#LUCHA) en Republique Democratique du #Congo (#RDC) | Liberte.Justice.Dignite | #DeboutCongolais!,16044.0,4092.0,1696.0,62555.0,159.0,True,,
@pattkabeya,@nyamitwe @soniarolley @unhcr @MONUSCO C est ca les dictateurs au #Burundi et #rdc,2017-09-16 13:21:33,fr,,0.0,1.0,@nyamitwe,#Ex-President-Kabila,,10555.0,3585.0,29.0,627.0,7.0,False,,
@TUZOMUHUMIRA,"RT @iburundi: @nyamitwe .@soniarolley—Il y a des 100nes de refugies burundais juges pro-opposition qui ont ete arretes, incarceres, rapatri…",2017-09-16 13:21:21,fr,,0.0,15.0,,J.C.,"Juriste et travailleur social. Resolument oppose a toute forme d exclusion et de dictature, j aspire a une societe liberee de l injustice et de la pauvrete",28107.0,8902.0,445.0,633.0,58.0,False,,
@RLucya,a se demander s il y a des personnes sensees au sein du gouvernement congolais... https://t.co/GEqukk7tHi,2017-09-16 13:19:33,fr,,17.0,7.0,,Lucie Bindu,"journaliste basee a Goma. je traite des questions sur la paix, la justice et les droits humains.",282.0,236.0,514.0,3427.0,31.0,False,,
@omekenge_bruno,@soniarolley Ou allez nous avec tout ca en african.,2017-09-16 13:19:10,fr,,0.0,0.0,@soniarolley,OMEKENGE Bruno,Football Universitaire,4.0,2.0,198.0,5.0,0.0,False,,
@ThanTheMan4,"RT @Ja_1bo: @soniarolley Comment un passeport peut etre ""semi-biometrique""? Soit il est biomtrq soit il l est pas! Ils ont scanne seulement…",2017-09-16 13:17:13,fr,,0.0,11.0,,Dan TheMan,Fear God! DesignLight! PowerTheWorld! ServePeople!,121.0,182.0,73.0,38.0,0.0,False,,
@OlgaAbdala1,"Arnaque du siecle en RDC...
#RDCscandalepasseport https://t.co/ZGUMkBUQa6",2017-09-16 13:17:05,fr,,4.0,3.0,,Olga Abdala,"IT and Data architecture consultant, Ambassador @PasseportAvenir and member of @DL_Community. #EqualOpportunities#BelieveInYourself",126.0,257.0,142.0,114.0,2.0,False,,
@BobBamba3,"RT @soniarolley: #RDC : ""les anciens passeports congolais semi-biometriques n auront plus cours legal a dater du 16 octobre"" https://t.co/O…",2017-09-16 13:16:12,fr,,0.0,125.0,,Bob Bamba,,288.0,1579.0,148.0,21.0,0.0,False,,
@clavenkuru,RT @nyamitwe: L incident s est deroule sur le territoire #DRC. #DRC se doit normalement d enqueter et partager les conclusions. Idem @unhcr…,2017-09-16 13:16:06,fr,,0.0,33.0,,P.Claver Niyonkuru,"Burundais, Journaliste Voice of America @RadiyoyacuVOA. Journaliste au #Burundi, #Rwanda, #Arusha Tanzanie. Pas de responsabilite sur #Retweets",1372.0,58.0,277.0,212.0,5.0,False,,
@FleurRebeL,"RT @TynaDolce: @soniarolley Quand arnaquer le peuple devient une passion pour certains, cela veut tout simplement dire que le pays est au b…",2017-09-16 13:16:05,fr,,0.0,4.0,,Shegue,Bundle of Joy :),2036.0,89.0,227.0,69.0,0.0,False,,
@j_lou888,"RT @soniarolley: #RDC : ""les anciens passeports congolais semi-biometriques n auront plus cours legal a dater du 16 octobre"" https://t.co/O…",2017-09-16 13:14:32,fr,,0.0,125.0,,Jean-Louis M.,"Computer Scientist, Software Engineer. #RDC #243 #JeSuisBeni",1702.0,211.0,301.0,167.0,5.0,False,,
@GbikpiRuth,RT @K03643613: @soniarolley @nyamitwe @MONUSCO Des larmes du crocodile. @BurundiGov  et @CnddFdd  sont pas blancs dans ce carnage. Les assa…,2017-09-16 13:14:23,fr,,0.0,2.0,,Ruth Nirere,,9067.0,4557.0,167.0,3220.0,22.0,False,,
@BurundaisLamda,"RT @Baconib: @soniarolley @LambertMende @LambertMende est ridicule, les refugies civils non armes ont-ils attaque l ANR ? C est absurde ! C…",2017-09-16 13:12:39,fr,,0.0,2.0,,Burundais Lamda,Citoyen burundais engage pour la democratie et le developpement de la patrie,13125.0,1702.0,173.0,498.0,37.0,False,,
@Baconib,"@soniarolley @LambertMende USA,Suede,Japon&amp;France ont reclame enquete Intle independante a @antonioguterres, mais… https://t.co/P71FTopYY3",2017-09-16 13:12:11,fr,,0.0,0.0,@soniarolley,Blaise Baconib,"Cyber-activist for justice, Human Rights & Democracy in #Burundi. All s well that ends well. Retweet is not Endorse.",22269.0,15587.0,5112.0,7687.0,38.0,False,,
@NTchamlesso,"RT @soniarolley: #RDC : ""les anciens passeports congolais semi-biometriques n auront plus cours legal a dater du 16 octobre"" https://t.co/O…",2017-09-16 13:11:30,fr,,0.0,125.0,,Nadine,,6.0,28.0,54.0,32.0,0.0,False,,
@Rodrick75925398,@soniarolley @LambertMende C est du n importe quoi ca,2017-09-16 13:10:45,fr,,0.0,0.0,@soniarolley,Rodrick,,5.0,0.0,92.0,15.0,0.0,False,,
@titi_257,RT @iburundi: Que @nyamitwe cesse de faire le malin—Ce massacre est le summum des violations des droits des refugies imputables aux regimes…,2017-09-16 13:09:31,fr,,0.0,10.0,,Thierry Nduwayezu,"Physician, Human Rigths, #Sindumuja






Retweets&links # NOT endorsement",12297.0,3595.0,273.0,1106.0,40.0,False,,
@titi_257,"RT @iburundi: @nyamitwe .@soniarolley—Il y a des 100nes de refugies burundais juges pro-opposition qui ont ete arretes, incarceres, rapatri…",2017-09-16 13:09:16,fr,,0.0,15.0,,Thierry Nduwayezu,"Physician, Human Rigths, #Sindumuja






Retweets&links # NOT endorsement",12297.0,3595.0,273.0,1106.0,40.0,False,,
@Kenrw80,RT @EricKeke: @juvenalmunubo @soniarolley @DiplomatieRdc Tout est fait ds le calcul d amasser + d argent. Dans -10 ans on devra encore chan…,2017-09-16 13:09:16,fr,,0.0,1.0,,Kennedy Nari Rwema🔵,ACROSS AFRICA CARGO REPRSENTATIF & Founder of Pole Pole LTD an investment services Company catering for Multinational Corporation wishing to enter the EAMarket,20646.0,13009.0,3242.0,6827.0,43.0,False,,
@Baconib,@soniarolley @LambertMende Il n aura pas d enquetes a ces crimes comme vous avez enterre l affaire de 2 experts de… https://t.co/wsQZWcPl7a,2017-09-16 13:09:15,fr,,0.0,0.0,@soniarolley,Blaise Baconib,"Cyber-activist for justice, Human Rights & Democracy in #Burundi. All s well that ends well. Retweet is not Endorse.",22269.0,15587.0,5112.0,7687.0,38.0,False,,
@Kenrw80,RT @jisaacmercier: @juvenalmunubo @soniarolley @DiplomatieRdc Et malheureusement nous nous contenterons de Twitter sans plus!nous avons per…,2017-09-16 13:08:56,fr,,0.0,2.0,,Kennedy Nari Rwema🔵,ACROSS AFRICA CARGO REPRSENTATIF & Founder of Pole Pole LTD an investment services Company catering for Multinational Corporation wishing to enter the EAMarket,20646.0,13009.0,3242.0,6827.0,43.0,False,,
@AmahoroI,"RT @iburundi: @nyamitwe .@soniarolley—Il y a des 100nes de refugies burundais juges pro-opposition qui ont ete arretes, incarceres, rapatri…",2017-09-16 13:08:28,fr,,0.0,15.0,,AmahoroIwacu,"Burundais, #Sindumuja, pan-africaniste, ouvertement PRO-Kagame,Israël&EAC. Sensible au Devoir de Memoire des victimes des Genocides  Armenien/Juif/Tutsi.",51999.0,20366.0,1200.0,13170.0,82.0,False,,
@AmahoroI,RT @iburundi: Que @nyamitwe cesse de faire le malin—Ce massacre est le summum des violations des droits des refugies imputables aux regimes…,2017-09-16 13:08:17,fr,,0.0,10.0,,AmahoroIwacu,"Burundais, #Sindumuja, pan-africaniste, ouvertement PRO-Kagame,Israël&EAC. Sensible au Devoir de Memoire des victimes des Genocides  Armenien/Juif/Tutsi.",51999.0,20366.0,1200.0,13170.0,82.0,False,,
@Kenrw80,RT @ChristianEtong3: @juvenalmunubo @soniarolley @DiplomatieRdc Il faut faire vivre la dynastie Kabila qui detient le monopole de tous les…,2017-09-16 13:07:56,fr,,0.0,1.0,,Kennedy Nari Rwema🔵,ACROSS AFRICA CARGO REPRSENTATIF & Founder of Pole Pole LTD an investment services Company catering for Multinational Corporation wishing to enter the EAMarket,20646.0,13009.0,3242.0,6827.0,43.0,False,,
@altobelli_ma,@soniarolley C est un moyen pour bloquer les opposants qui so t hors du pays.,2017-09-16 13:07:18,fr,,0.0,0.0,@soniarolley,Altobelli Griffin Ma,"Sport  football,judo",2.0,7.0,83.0,2.0,0.0,False,,
@Kenrw80,"RT @justperryli: @juvenalmunubo @soniarolley @DiplomatieRdc Arnaque, racket, escroquerie 😠😠😠
Un passeport est valide jusqu a la date de son…",2017-09-16 13:07:07,fr,,0.0,1.0,,Kennedy Nari Rwema🔵,ACROSS AFRICA CARGO REPRSENTATIF & Founder of Pole Pole LTD an investment services Company catering for Multinational Corporation wishing to enter the EAMarket,20646.0,13009.0,3242.0,6827.0,43.0,False,,
@Kenrw80,"RT @ChristianEtong3: @juvenalmunubo @soniarolley @DiplomatieRdc Congolais, un peuple tres martyrise par son propre gouvernement. Comment vo…",2017-09-16 13:06:03,fr,,0.0,1.0,,Kennedy Nari Rwema🔵,ACROSS AFRICA CARGO REPRSENTATIF & Founder of Pole Pole LTD an investment services Company catering for Multinational Corporation wishing to enter the EAMarket,20646.0,13009.0,3242.0,6827.0,43.0,False,,
@ThanTheMan4,"""Contre remise d une photocopie...?"" Et le reste du monde acceptera que tu franchisses leur pays avec un ""papier""?… https://t.co/w5xVN7OGqw",2017-09-16 13:05:38,fr,,1.0,0.0,,Dan TheMan,Fear God! DesignLight! PowerTheWorld! ServePeople!,121.0,182.0,73.0,38.0,0.0,False,,
@Kenrw80,RT @gabrielle_bope: @juvenalmunubo @soniarolley @DiplomatieRdc Hon.Voila matiere pr interpeller c Min. Son successeur avait dit ke le semi-…,2017-09-16 13:05:37,fr,,0.0,1.0,,Kennedy Nari Rwema🔵,ACROSS AFRICA CARGO REPRSENTATIF & Founder of Pole Pole LTD an investment services Company catering for Multinational Corporation wishing to enter the EAMarket,20646.0,13009.0,3242.0,6827.0,43.0,False,,
@MissyMuneez,RT @iburundi: Que @nyamitwe cesse de faire le malin—Ce massacre est le summum des violations des droits des refugies imputables aux regimes…,2017-09-16 13:05:20,fr,,0.0,10.0,,MissyMunez🇧🇮,The only thing necessary for the triumph of evil is for good men to do nothing- Edmund Burke👏👏👏,22439.0,17863.0,555.0,597.0,23.0,False,,
@Johnbarakacd,@LubayaClaudel @jcmlebon @CASINFO_RDC @Udaordc @kennedy_lks @actualitecd @senghajustice @Ange_kason @chrismomat… https://t.co/E8f1O3ajCd,2017-09-16 13:05:19,en,,0.0,0.0,@LubayaClaudel,John Baraka Kwete,Expert en analyse politique africaine Journalistes & Experts,155.0,102.0,168.0,4.0,0.0,False,,
@Baconib,"@soniarolley @LambertMende @LambertMende est ridicule, les refugies civils non armes ont-ils attaque l ANR ? C est… https://t.co/jqDCDruiNd",2017-09-16 13:05:03,fr,,1.0,2.0,@soniarolley,Blaise Baconib,"Cyber-activist for justice, Human Rights & Democracy in #Burundi. All s well that ends well. Retweet is not Endorse.",22269.0,15587.0,5112.0,7687.0,38.0,False,,
@MissyMuneez,"RT @iburundi: @nyamitwe .@soniarolley—Il y a des 100nes de refugies burundais juges pro-opposition qui ont ete arretes, incarceres, rapatri…",2017-09-16 13:04:56,fr,,0.0,15.0,,MissyMunez🇧🇮,The only thing necessary for the triumph of evil is for good men to do nothing- Edmund Burke👏👏👏,22439.0,17863.0,555.0,597.0,23.0,False,,
@kinshasaweb,RT @Julvalis: #CommuniquedeTotoOut https://t.co/958pe158b3,2017-09-16 13:04:08,und,,0.0,1.0,,#LePaysVaTresMal🇨🇩,Twitter officiel de https://t.co/R42GiHkP0w ..Mes tweets s engagent vers l Afrique... service@congo-kinshasaweb.net I #BBM: D87E3D28,296902.0,53719.0,986.0,8119.0,1214.0,False,,
@Ahishak69377516,"@momo05827600 @mushibuka @soniarolley @rutwesdras Prquoi ne parlent ils le kinyarwanda, le francais, l anglais, le… https://t.co/oZWgUIKgn2",2017-09-16 13:03:44,fr,,0.0,0.0,@momo05827600,Ahishakiye,,33.0,85.0,66.0,6.0,0.0,False,,
@nomeri69,RT @JadoLux: @soniarolley Burundi refugees killed by armed men speaking Kirundi wearing #Congo nat army uniforms in #Kamanyola #DRC. #Nkuru…,2017-09-16 13:03:42,en,,0.0,4.0,,Noemy,,2851.0,1318.0,93.0,171.0,7.0,False,,
@Kenrw80,"RT @soniarolley: #RDC #Kamanyola : le ministre burundais @nyamitwe demande des explications au HCR, @MONUSCO et au gouvernement congolais h…",2017-09-16 13:03:35,fr,,0.0,21.0,,Kennedy Nari Rwema🔵,ACROSS AFRICA CARGO REPRSENTATIF & Founder of Pole Pole LTD an investment services Company catering for Multinational Corporation wishing to enter the EAMarket,20646.0,13009.0,3242.0,6827.0,43.0,False,,
@Baconib,RT @JadoLux: @soniarolley Burundi refugees killed by armed men speaking Kirundi wearing #Congo nat army uniforms in #Kamanyola #DRC. #Nkuru…,2017-09-16 13:01:49,en,,0.0,4.0,,Blaise Baconib,"Cyber-activist for justice, Human Rights & Democracy in #Burundi. All s well that ends well. Retweet is not Endorse.",22269.0,15587.0,5112.0,7687.0,38.0,False,,
@BurundaisLamda,RT @iburundi: Que @nyamitwe cesse de faire le malin—Ce massacre est le summum des violations des droits des refugies imputables aux regimes…,2017-09-16 13:01:01,fr,,0.0,10.0,,Burundais Lamda,Citoyen burundais engage pour la democratie et le developpement de la patrie,13125.0,1702.0,173.0,498.0,37.0,False,,
@BurundiTweet,"RT @iburundi: @nyamitwe .@soniarolley—Il y a des 100nes de refugies burundais juges pro-opposition qui ont ete arretes, incarceres, rapatri…",2017-09-16 13:00:00,fr,,0.0,15.0,,Burundi Twítter,"#BurundiOnTwitter #Ndondeza Campaign to denounce forced disappearances by #Burundi security services & Imbonerakure militias"" - Email: Burunditweet@gmail.com",51066.0,582.0,1460.0,6357.0,125.0,False,,
@OnevoiceEA,"RT @iburundi: @nyamitwe .@soniarolley—Il y a des 100nes de refugies burundais juges pro-opposition qui ont ete arretes, incarceres, rapatri…",2017-09-16 12:59:54,fr,,0.0,15.0,,Help Burundi,"“Though I walk through the valley of the shadow of death, I will fear no evil: for thou art with me; thy rod and thy staff they comfort me"" #Sindumuja",104344.0,10812.0,2177.0,7325.0,189.0,False,,
@iburundi,"@nyamitwe .@soniarolley—Il y a des 100nes de refugies burundais juges pro-opposition qui ont ete arretes, incarcere… https://t.co/p7o6HnD8p4",2017-09-16 12:59:42,fr,,5.0,15.0,@iburundi,iBurundi,We are a group of concerned citizens who raise awareness and denounce injustices in Burundi. We are iBurundi.,28173.0,9261.0,1100.0,19661.0,190.0,False,,
@Chaldy6,@soniarolley @LambertMende @RFI @RFIAfrique Tu as oublie soniarolley et des mensonges,2017-09-16 12:59:23,fr,,0.0,0.0,@soniarolley,Chaldy,,16.0,75.0,69.0,3.0,0.0,False,,
@DannyWijnhoud,"RT @digitaldjeli: #DRC ""There was an attack on an ANR office, the soldier on duty was killed, his body mutilated."" @LambertMende   https://…",2017-09-16 12:59:12,en,,0.0,1.0,,Danny Wijnhoud,"@ActionAid_NL Sr. Researcher ( PhD) - Personal Views - RT /Quote/ following ≠ endorsement; Ts English-Dutch-Portugues;Global-Africa-Local, HR- Empowerment,etc",138024.0,17143.0,5321.0,4836.0,734.0,False,,
@digitaldjeli,"#DRC ""There was an attack on an ANR office, the soldier on duty was killed, his body mutilated."" @LambertMende   https://t.co/zL0JcwdSDd",2017-09-16 12:57:17,en,,0.0,1.0,,digitaldjeli,"SOAS, ex BBC World Service, Freelance:
TV, radio, online, print, photography, video, 
Beni N Kivu DR Congo +243 0812 05 2776",39733.0,11288.0,2650.0,6268.0,274.0,False,,
@OnevoiceEA,RT @iburundi: Que @nyamitwe cesse de faire le malin—Ce massacre est le summum des violations des droits des refugies imputables aux regimes…,2017-09-16 12:56:55,fr,,0.0,10.0,,Help Burundi,"“Though I walk through the valley of the shadow of death, I will fear no evil: for thou art with me; thy rod and thy staff they comfort me"" #Sindumuja",104344.0,10812.0,2177.0,7325.0,189.0,False,,
@Fabricepoulet,J ai l impression que tu travailles pour ce regime sanguinaire. https://t.co/ilos5GIKZ5,2017-09-16 12:56:30,fr,,0.0,0.0,,Fabrice  🇨🇩,"Christian† ☆ Chelsea FC ☆ Congolese. Speaking;French,English & 3 Others. Soccer Enthusiast. #Team243 #CFC  🇨🇩  🇫🇷",102242.0,3821.0,2933.0,20741.0,73.0,False,,
@iburundi,Que @nyamitwe cesse de faire le malin—Ce massacre est le summum des violations des droits des refugies imputables a… https://t.co/T6J5glEAsJ,2017-09-16 12:56:21,fr,,1.0,10.0,,iBurundi,We are a group of concerned citizens who raise awareness and denounce injustices in Burundi. We are iBurundi.,28173.0,9261.0,1100.0,19661.0,190.0,False,,
@Fabricepoulet,Distraction https://t.co/74OCppC2pb,2017-09-16 12:55:57,en,,0.0,0.0,,Fabrice  🇨🇩,"Christian† ☆ Chelsea FC ☆ Congolese. Speaking;French,English & 3 Others. Soccer Enthusiast. #Team243 #CFC  🇨🇩  🇫🇷",102242.0,3821.0,2933.0,20741.0,73.0,False,,
@jeanluckienge,RT @carine_katumbi: @soniarolley @LambertMende @RFI @RFIAfrique Excellent travail de @soniarolley qui empeche le gouvernement de ronronner…,2017-09-16 12:54:59,fr,,0.0,8.0,,Jean-Luc Kienge,Journaliste-Cineaste et Directeur de l ONG Les Oublies de la planete https://t.co/mDjfFxspU6,23773.0,8446.0,2292.0,7464.0,23.0,False,,
@AmahoroI,@soniarolley @LambertMende Mende insinue une confrontation au lieu de parler d un massacre pur et simple-- 32 civil… https://t.co/4EdJC9UX0W,2017-09-16 12:54:26,fr,,0.0,0.0,@soniarolley,AmahoroIwacu,"Burundais, #Sindumuja, pan-africaniste, ouvertement PRO-Kagame,Israël&EAC. Sensible au Devoir de Memoire des victimes des Genocides  Armenien/Juif/Tutsi.",51999.0,20366.0,1200.0,13170.0,82.0,False,,
@whyme243,@soniarolley @LambertMende Et ce sont les refugies qui prennent les balles et qui meurent?,2017-09-16 12:52:12,fr,,2.0,0.0,@soniarolley,Steve Biko,La Liberation psychologique doit preceder la liberation physique.,5543.0,1210.0,259.0,1080.0,5.0,False,,
@roudy23,RT @carine_katumbi: Ou comment trouver rapidement (!) des $$$... Bientot le tour des plaques mineralogiques... encore? 😒 https://t.co/pHIiu…,2017-09-16 12:52:08,fr,,0.0,24.0,,Roudy,Activist #Kabila degage #Combattant pour la justice au Congo #DRC! @MCFC Fan,4068.0,1930.0,406.0,217.0,10.0,False,,
@BeyeChristian,@soniarolley @LambertMende Vraiment vous croyez Mende ?? ca sera la quantieme enquete en RDC ?? Et avec d autres en… https://t.co/3BqW1IAjK0,2017-09-16 12:50:57,fr,,2.0,0.0,@soniarolley,Christian Beye,"J ai l amour dans l ame, la musique dans le coeur 😉",6.0,11.0,141.0,1.0,0.0,False,,
@AfricaData,@soniarolley @nyamitwe @MONUSCO When will you dilly LibRetards open your eyes &amp; SEE the threads of political islami… https://t.co/l1lgWR3KZA,2017-09-16 12:50:54,en,,1.0,0.0,@soniarolley,Africa,Africa Online Data ~ Advertising in accordance with Global Current Affairs Controversy s https://t.co/cRTKowatGD,52540.0,1023.0,4796.0,1768.0,25.0,False,,
@ntondo15,RT @carine_katumbi: @soniarolley @LambertMende @RFI @RFIAfrique Excellent travail de @soniarolley qui empeche le gouvernement de ronronner…,2017-09-16 12:49:48,fr,,0.0,8.0,,ntondo,,102605.0,16860.0,746.0,1451.0,79.0,False,,
@Julvalis,"RT @soniarolley: #RDC : ""les anciens passeports congolais semi-biometriques n auront plus cours legal a dater du 16 octobre"" https://t.co/O…",2017-09-16 12:47:43,fr,,0.0,125.0,,Julva Lisandela,  FUNDRAISER et Entrepreneur   . Je tweet pour la #RDC en tant que citoyen libre  ,2072.0,217.0,895.0,635.0,15.0,False,,
@JadoLux,@soniarolley Burundi refugees killed by armed men speaking Kirundi wearing #Congo nat army uniforms in #Kamanyola… https://t.co/SiVvJtnFF5,2017-09-16 12:47:41,en,,2.0,4.0,@soniarolley,JDB Kajugiro,Consultant,87.0,125.0,284.0,88.0,0.0,False,,
@soniarolley,"#RDC #Kamanyola : l un des assaillants avait ete capture et ramene a l ANR, selon @LambertMende. D ou l attaque. Une enquete est en cours",2017-09-16 12:47:36,fr,,8.0,9.0,,Sonia Rolley,"Journaliste @RFI, Envoyee speciale permanente a Kinshasa #RDC #Burundi #Rwanda",38205.0,1044.0,1343.0,213571.0,832.0,True,,
@Julvalis,#CommuniquedeTotoOut https://t.co/958pe158b3,2017-09-16 12:47:35,und,,0.0,1.0,,Julva Lisandela,  FUNDRAISER et Entrepreneur   . Je tweet pour la #RDC en tant que citoyen libre  ,2072.0,217.0,895.0,635.0,15.0,False,,
@soniarolley,"#RDC #Kamanyola : selon @LambertMende, cette attaque fait suite a un echange de coups de feu entre une patrouille et des assaillants 1/2",2017-09-16 12:46:29,fr,,15.0,15.0,,Sonia Rolley,"Journaliste @RFI, Envoyee speciale permanente a Kinshasa #RDC #Burundi #Rwanda",38205.0,1044.0,1343.0,213571.0,832.0,True,,
@soniarolley,"#RDC #Kamanyola : ""il y a eu une attaque contre un bureau de l ANR, le militaire en faction a ete tue, son corps mutile"" - @LambertMende",2017-09-16 12:45:30,fr,,9.0,22.0,,Sonia Rolley,"Journaliste @RFI, Envoyee speciale permanente a Kinshasa #RDC #Burundi #Rwanda",38205.0,1044.0,1343.0,213571.0,832.0,True,,
